filename,sha256,label,pred_label,rho,beta,filter_type,bp_ref,rotation_k,latency_ms
D02_iPhone_7_Plus_26007302297.jpg,a6d5fae9fd0cb0fb0d56f19895347ad5373991ddfaf8d9d67ad8919339caed8e,1,1,0.097955,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,0,5416.1
D02_iPhone_7_Plus_26014838817.jpg,d98cdf7ce0524297264fff315da582913c607ec6a5425c5272483f51112caaf8,1,1,0.134977,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,2,6064.9
D02_iPhone_7_Plus_26014961487.jpg,8665addf367e5db3776df4a1a225c0b0756b1016384e5f90ebb84bbf4c7f5bab,1,1,0.16023,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,2,3539.2
D02_iPhone_7_Plus_26014961687.jpg,d5be3bbcd5ed236d5d2256ccb8c563816369dde2c54317a1dfeb95d004daa4bc,1,1,0.158233,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,2,3427.7
D02_iPhone_7_Plus_26014961847.jpg,113673029049cfaf0a0a923ac32be3e14da539d83acf23ea309d3e34f46de5e6,1,1,0.149761,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,2,3079.0
D02_iPhone_7_Plus_26435888907.jpg,687e819d1f0ad0d2bc35f7bb4d3a90e03ce82b2df3516659509f5efb564450e5,1,1,0.172973,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,0,3077.2
D02_iPhone_7_Plus_26435939707.jpg,dd545277033f95bd804d28f73e5863d25b5a0db9970b317f61c3530d5943be13,1,1,0.157414,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,0,2790.4
D02_iPhone_7_Plus_26435985387.jpg,822932a52c5a25e2a3318a41c1013161a153d0a09d299c42668f79b60bc65f92,1,1,0.223927,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,0,2916.6
D02_iPhone_7_Plus_27009346648.jpg,dc4e6e2520fb9ae01bb3894fb07e7abddbae4453f12e6d3ffb336df90c0ea406,1,1,0.089231,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,0,2837.0
D02_iPhone_7_Plus_27016689238.jpg,f9d3aca2bc0b032d8ab740d4630951bdd85fb19d670894888388daef6ea76e29,1,1,0.143652,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,2,3008.0
D02_iPhone_7_Plus_27016689668.jpg,a09f9f167760a0c224adf104226f4f8018abed8aa7c7939688959d3b2dc41af2,1,1,0.138101,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,2,4154.1
D02_iPhone_7_Plus_27016690078.jpg,59fc383e83a4d52f00da0128b36c62661a41a3561383f2e005dcd82af914a5ca,1,1,0.121541,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,2,5450.0
D02_iPhone_7_Plus_27016864138.jpg,f75a8778cd01602fef077262366c2af4768d294b7096cd2d9ad86cc058e12227,1,1,0.17749,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,2,3496.7
D02_iPhone_7_Plus_27016864368.jpg,5ef4a6b6ef2c69ed34b6f6a4245642a57ec1f6591eb28e51d3eadd54fec7c12a,1,1,0.164194,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,2,3311.2
D02_iPhone_7_Plus_27016866638.jpg,75d4bf260a877e87fe2a88153334329c1b0960589dc35524fd9e5da9529b0baf,1,1,0.130895,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,2,3357.0
D02_iPhone_7_Plus_27016897458.jpg,468d242e2b91580c8754a09cecbb64d6b4792efad8776d7ddb33aa68dc2c96b9,1,1,0.298377,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,2,3328.9
D02_iPhone_7_Plus_27016899098.jpg,7c86f379e306fafc770bc6f2e8983b2989dd9856998acd78c984de6b82860be4,1,1,0.129495,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,2,3048.1
D02_iPhone_7_Plus_27016899278.jpg,ffa0520452e96e46fb3ae0b9c3d130be0ba9fab8b6986ea67306d8c0d069904e,1,1,0.131719,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,2,3279.0
