filename,sha256,label,pred_label,rho,beta,bp_ref,rotation_k,latency_ms
00002PORTRAIT_00002_BURST20170722111600.jpg,981dea987050f7e782feb2f751fa334d77d763e4a9d16a561d3a2dfc06a61670,1,0,0.00123,0.0072,,,8480.3
00002PORTRAIT_00002_BURST494751013071025.jpg,5123775563a1e3022bea89517324360872b380d58de769ea93792e469990a065,1,0,0.00157,0.0072,,,7254.3
00003sPORTRAIT_00003_BURST20170916214045913.jpg,45dd81ed8a9a121ac3ccf8df924b0817d8e3c30b39c1f06c2c063bfdbd243d80,1,0,0.001005,0.0072,,,6020.7
00100dPORTRAIT_00100_BURST20170819214801828_COVER.jpg,ff9d9ea8f2450493bcab368b5ebc4d4a59db6442b1f3492130b15d67f38881da,1,0,0.00127,0.0072,,,7692.8
00100dPORTRAIT_00100_BURST20170820184002747_COVER.jpg,e65a5d6131807efeccca98256c3eac2e17ede898b6735912d7c428cca37bec5c,1,0,0.000538,0.0072,,,6997.3
00100dPORTRAIT_00100_BURST20170914121422905_COVER (1).jpg,ae75db8a4dd5136d793905b7faeef9765301fd7fab136fd60a61dbb5cc675892,1,0,0.000786,0.0072,,,7824.1
00100dPORTRAIT_00100_BURST20170924123155135_COVER.jpg,74ad5aaef4fc7567aa2ebefb10fdbefcc9bbf47182945ae30cb887d775fe360c,1,0,0.000821,0.0072,,,4943.3
00100dPORTRAIT_00100_BURST20170930171441158_COVER.jpg,762f7de5d9c7f3defb17aacbf2c5ed2dc81c7a2853df366062aeb8a2fa9af486,1,0,0.001264,0.0072,,,7968.6
00100dPORTRAIT_00100_BURST20171001184930679_COVER.jpg,138bb64960211a028b1cc3babe3b5d49165b8e84b203e671bae4fc7564742366,1,0,0.000988,0.0072,,,4845.4
00100dPORTRAIT_00100_BURST20171013233121374_COVER.jpg,daf7984c39bbf2fcc6211aa59e2b6b2b9bc91aaa848ad318713b54871547236a,1,0,0.001011,0.0072,,,4916.2
00100dPORTRAIT_00100_BURST20171014154347382_COVER.jpg,0d7172f4565a9890bc13b2daf002352cdccafc30c681ed7f7749370af0c4a1e5,1,0,0.000856,0.0072,,,5608.0
00100dPORTRAIT_00100_BURST20171014234026160_COVER.jpg,28b076eb4c118008b76900486bbd82dd8aff552852eb447b57f6b9aecdf7d733,1,0,0.000777,0.0072,,,5975.5
01 (1).jpg,510a13a2f5e80a0b603988dee8915e3d06c0a8eb86f77535d4a20422653b310f,1,0,0.000935,0.0072,,,8516.2
01 (1)_1.jpg,e333242a7d8f174ac280d2f926bef82917de7feccc43cbf97bdfdae6c7884e2a,1,0,0.002357,0.0072,,,7018.4
01 (1)_2.jpg,31ccea37f442463f36b256668dcf5f301bc28af83a822f938cf2015d414b2904,1,0,0.001606,0.0072,,,7745.5
01 (1)_3.jpg,6f4c0e5dea5f675dde8f5cc4bf1fd857f26e5ed651b2e72c22aa39f2dfab782f,1,0,0.000887,0.0072,,,7617.5
01 (1)_4.jpg,41784adb7fdede0435ae20c4c286f0de2832a7d1924346865a758760910b6e30,1,1,0.042583,0.0072,BP04_12MP_NL_JPEG.mat,0,6710.0
01 (1)_5.jpg,51e4e548a79a4067b406616e5747ddbe4306576fcee11539e28061a7a65c4ae6,,1,0.02445,0.0072,BP04_12MP_NL_JPEG.mat,0,8220.0
01 (1)_6.jpg,1ef247145ab5b594472e78c82684487ea33d18172d6f09396f4b6a3fbd34e0b0,,1,0.02699,0.0072,BP04_12MP_NL_JPEG.mat,0,5917.9
01 (2).jpg,dab21b4bde37cb51efeb0e702dc48619e4e86d12a6ebb3d8acdc51165be624d0,1,0,0.001634,0.0072,,,6691.3
01 (2)_1.jpg,536f85a6013ad538f964d705624cebf80969f7aca9682f827fcdcb10d2352562,1,0,0.001963,0.0072,,,6446.0
01 (2)_2.jpg,fc360b57536ac8bb23b55a5a8ce3e2118af6bab8f99f2ec498e109940275a2c3,1,0,0.001042,0.0072,,,10281.2
01 (2)_3.jpg,d923a0ef864d0cbec77e66389eb38dea96df5de8589881691f5846d298c460d2,1,0,0.00289,0.0072,,,6179.6
01 (2)_4.jpg,fccb06475266c4ea6ab0f65ce33e9990ab3a6e034301d3c675f8618089ed1e1e,1,1,0.047273,0.0072,BP04_12MP_NL_JPEG.mat,0,7355.1
01 (2)_5.jpg,7b7a1bf4c5348cfc662231563d842b47a47a0e847dbe74f3aa8f415aad6dc097,,1,0.046384,0.0072,BP04_12MP_NL_JPEG.mat,0,7197.9
01 (2)_6.jpg,36c4d02f24d2e2e155fee390e9dcf2267b0149bac5ba39fe8ffec60e54ca4e76,,1,0.062033,0.0072,BP04_12MP_NL_JPEG.mat,0,9464.2
01 (3).jpg,0a1d690c599ce0c254c0046de80ef45b2a53e54d577c7fdc1221370f6c3f1ca1,1,0,0.000833,0.0072,,,8196.7
01 (3)_1.jpg,f555217231befb9a04a27f1bca6a73e83d19ed31330563126426331969cfa82d,1,0,0.00185,0.0072,,,9486.5
01 (3)_2.jpg,9947379ec1ce6cc87a5b3f3ad1ceb0be69d1e583edffc8f671350b730bb98345,1,0,0.001339,0.0072,,,8925.7
01 (3)_3.jpg,b471ebf8e0dd20a1e8b174f6240e57fb2f8aac844b4cb79e8795724ccdc2000b,1,0,0.00088,0.0072,,,7514.4
01 (3)_4.jpg,6a3b2edf0b50fe5da718c973fe1f3fda8cbacc5edcf153503d45be3a1a7d4457,1,1,0.034307,0.0072,BP04_12MP_NL_JPEG.mat,0,10088.2
01 (3)_5.jpg,1498b7218542b5eaea632f1d4450dfea5a3ecd780d96028f53c66c99c8831c57,,0,0.002889,0.0072,,,5855.4
01 (3)_6.jpg,4fa751718549157282d353927fa948ea157b778e0b7322a9ede36e239ab3621e,,1,0.024146,0.0072,BP04_12MP_NL_JPEG.mat,0,5863.9
01 (4).jpg,d82285b511b819388fbda99190f335cce5250de571f78cbc1d1d38b9ee75e6a6,1,0,0.001073,0.0072,,,7655.7
01 (4)_1.jpg,acecc34e2dccfb73f3d6a0edd068d5c8b22032540aef47c96baf6c534b02f80e,1,0,0.001642,0.0072,,,8932.1
01 (4)_2.jpg,84dcb2ac265780bfb129fefef07db5359660e70aee471ff03f02b72e72d82387,1,0,0.000637,0.0072,,,7611.6
01 (4)_3.jpg,11857c6ca6dbf44c9e49222d63b33eff65bb58ee9df99be65d25f08f78f9399f,1,0,0.002166,0.0072,,,7032.9
01 (4)_4.jpg,955a6ab4272285740be889043420d6b1ab238756ff728be8676026caf409a9a6,1,1,0.082038,0.0072,BP04_12MP_NL_JPEG.mat,0,5571.8
01 (4)_5.jpg,ce1763142ae8a3c69e5d7241d30dc1fbf192ed5a8fe3915c266e81bc8f8af100,,0,0.002841,0.0072,,,8565.8
