filename,sha256,label,pred_label,rho,beta,filter_type,bp_ref,rotation_k,latency_ms
00002portrait_00002_burst20170722111600.jpg,76a5d4da1a3a6bc321cb932ece7684ed8b5553dd36c7271b5da67e5d2c17adaa,0,0,0.001082,0.0072,gauss2,,,9366.2
00002portrait_00002_burst494751013071025.jpg,521fda12750ca1478a0ec5bb1bab56ab6412ac7f56ab9c845d7050e267108e73,0,0,0.001312,0.0072,gauss2,,,6889.0
00003sportrait_00003_burst20170916214045913.jpg,ba850cc4714ee27b3ca31d22d3b0da0010284d50d4e6685658db50babd914fbb,0,0,0.000941,0.0072,gauss2,,,5297.2
00100dportrait_00100_burst20170819214801828_cover.jpg,8e72bb3fc24a4d7ca6279766deaa9b6658329699e29c9c0aeedd8eaaf2a1daaa,0,0,0.001329,0.0072,gauss2,,,5441.4
00100dportrait_00100_burst20170820184002747_cover.jpg,f9492fcf9576db10bbbe3add1723818ddcf4287f8c4a7f6c404a5b9e5f355fd3,0,0,0.000823,0.0072,gauss2,,,4388.1
00100dportrait_00100_burst20170914121422905_cover (1).jpg,c1977ffdac8392589d8f28ee1fd17611abd82167eaaae0c867723977a7d38786,0,0,0.000829,0.0072,gauss2,,,4600.4
00100dportrait_00100_burst20170924123155135_cover.jpg,a761298ee1d573aae396697eb8574b4c42996b0381576ef3e6e4b8f1ace8a29a,0,0,0.001096,0.0072,gauss2,,,3999.7
00100dportrait_00100_burst20170930171441158_cover.jpg,08de2eb3b8ab4de0e95810df5b5247a688569b4963ca4ffa9a28c7febc36300d,0,0,0.001168,0.0072,gauss2,,,5107.2
00100dportrait_00100_burst20171001184930679_cover.jpg,ac8df6bec97ee3b366e56f482a954152a84cea3ea65af672467b7cdd33339a29,0,0,0.001274,0.0072,gauss2,,,4256.3
00100dportrait_00100_burst20171013233121374_cover.jpg,179d1e1e87e2f4adc553cb4175d1bee8b7722f1587ce9272d9c262abc118ba54,0,0,0.001275,0.0072,gauss2,,,4433.8
00100dportrait_00100_burst20171014154347382_cover.jpg,147cb43412c4b7f07b02bacc680b34a64d6f870c517b9692f085a52d15a390e8,0,0,0.001176,0.0072,gauss2,,,4494.0
00100dportrait_00100_burst20171014234026160_cover.jpg,a73ea52bc3bc4f44bc7f28dcd9997b8a78442d07984b2da5ec4057dc6967b6b7,0,0,0.000888,0.0072,gauss2,,,4532.8
01 (1)_1.jpg,c3f99eaa43e9639a084455a34c76f7b06cf6e4c5688688ab4d001e764d28f80a,0,0,0.002806,0.0072,gauss2,,,4809.1
01 (1)_2.jpg,ab84c20f717d95d719f23551df43d04067eae6538106b58b409e64c37f67baad,0,0,0.00173,0.0072,gauss2,,,4701.8
01 (1)_3.jpg,b3dec5f6e6a684c9f61af1c637051390df90cb614d07a769d3ab1450230eb671,0,0,0.001007,0.0072,gauss2,,,4493.3
01 (1)_4.jpg,5e43ce27726495edd2c6543d85fd19682f51d1a59f5e34f1572da5d05fde401c,1,1,0.069956,0.0072,gauss2,BP04_12MP_NL_JPEG.mat,0,4975.9
