filename,sha256,label,pred_label,rho,beta,filter_type,bp_ref,rotation_k,latency_ms
D02_iPhone_7_Plus_26007302297.jpg,48e8c9b70f2d70d2df8016cc53c9b3968333bb04c5e79e4d90c37a93885c4faf,1,1,0.113147,0.0072,gauss1,BP02_12MP_NL_JPEG.mat,0,5970.3
D02_iPhone_7_Plus_26014838817.jpg,f13731d714d5cf91f31d85a25b687fab3d58280b3f4253790b05c097b182a04c,1,1,0.163634,0.0072,gauss1,BP02_12MP_NL_JPEG.mat,2,3142.8
D02_iPhone_7_Plus_26014961487.jpg,7810cf2dff637fcd0d780769d6623ad07a55bf5e7e74a0875454ed462420b79c,1,1,0.198888,0.0072,gauss1,BP02_12MP_NL_JPEG.mat,2,3368.6
D02_iPhone_7_Plus_26014961687.jpg,70338be4ca9781f6ef304abcc5e2d73a38fd67e903d47c2c9f51bb6cb715eb5d,1,1,0.21576,0.0072,gauss1,BP02_12MP_NL_JPEG.mat,2,3099.7
D02_iPhone_7_Plus_26014961847.jpg,adc7786bab33f091061852a8aef1bfa28dfb709adc34bf41eaebfd7d9c2f9076,1,1,0.199735,0.0072,gauss1,BP02_12MP_NL_JPEG.mat,2,3411.9
D02_iPhone_7_Plus_26435888907.jpg,0237d1e806fe7e3160ed04b6be52af8e2112b6bb8f31b1e28ea31c52e29ce41e,1,1,0.241748,0.0072,gauss1,BP02_12MP_NL_JPEG.mat,0,2816.8
D02_iPhone_7_Plus_26435939707.jpg,5c823c76e641a8b253b56e0b206080c00611e1fb516a6207a34fc503d3689d9d,1,1,0.218806,0.0072,gauss1,BP02_12MP_NL_JPEG.mat,0,2970.3
D02_iPhone_7_Plus_26435985387.jpg,d96838ef0b56877502e07f3f22b0ee10789e76716ef4fe5acf9c59f893914588,1,1,0.28544,0.0072,gauss1,BP02_12MP_NL_JPEG.mat,0,2643.6
D02_iPhone_7_Plus_27009346648.jpg,51c081f1a22454451999a2d3d8e99abc37ba2645aaedefe907e2c25b9adf2a29,1,1,0.105842,0.0072,gauss1,BP02_12MP_NL_JPEG.mat,0,2847.2
D02_iPhone_7_Plus_27016689238.jpg,118aa919e0efa3a7e64d48786afe13b5f4682ed68d3fdf1910e2596cca608cc9,1,1,0.212418,0.0072,gauss1,BP02_12MP_NL_JPEG.mat,2,3234.8
D02_iPhone_7_Plus_27016689668.jpg,1bf9e6e101a81d846036f973cec08ea0f702a98bfa0c65b22686db3e7824c157,1,1,0.177081,0.0072,gauss1,BP02_12MP_NL_JPEG.mat,2,3004.1
D02_iPhone_7_Plus_27016690078.jpg,6dc37ded4386aa30825494581a283bb29350b12448a90a025b09011b991e1ba9,1,1,0.147108,0.0072,gauss1,BP02_12MP_NL_JPEG.mat,2,3185.2
