filename,sha256,label,pred_label,rho,beta,filter_type,bp_ref,rotation_k,latency_ms
extracted/D21_iPhone_X/IMG_2430.jpg,5a58a40b3fee88261dd72ca2e5c36b7e44257a0951e22e0968b9242150209edd,1,1,0.127152,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,0,11797.6
extracted/D21_iPhone_X/IMG_2431.jpg,d32b6ec61e8ea64859fab05544b5f02d0e0af7a747e7bcad6b5f2bc6465825fa,1,1,0.14321,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,0,5022.9
extracted/D21_iPhone_X/IMG_2432.jpg,adcbd977791ce286e6c6d17f5b6085ca3ef0af9c10147fec7a49488f05fd59bb,1,1,0.149013,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,0,3128.2
extracted/D21_iPhone_X/IMG_2433.jpg,cd53b71aeea898bc57d7ee6bd691af6cd7a29e5c7876565826a0f3512790aaad,1,1,0.133274,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,0,2904.1
extracted/D21_iPhone_X/IMG_2434.jpg,7aef2ed30ced09d0185f7389cd857b9d3c4b906b73ab7948007d82f69bbcf58f,1,1,0.134592,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,0,2857.1
extracted/D21_iPhone_X/IMG_2435.jpg,0e24ef812eda4432fddfb493dfe2f6ee9d6e1bb3664d193260baa628a83eb4cb,1,1,0.127328,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,0,3014.0
extracted/D21_iPhone_X/IMG_2436.jpg,24b786287048b7a5fd61c0bba0ae46c54110e72d13a90c87a3c3e33dfc9e6a20,1,1,0.134862,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,0,2972.4
extracted/D21_iPhone_X/IMG_2437.jpg,51540b64175828bb69ea6cdac873a991554dfa9785e72a8555212f45e142b873,1,1,0.122355,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,0,5439.5
extracted/D21_iPhone_X/IMG_2438.jpg,287f1a723d2cd66477de8151dc71a154615506de8b2a6dbb54a2dfd3901346f8,1,1,0.149059,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,0,2873.3
extracted/D21_iPhone_X/IMG_2439.jpg,60a2538a591e4c106dbcce6df3b429bd4a286a79d6c2ee7298080ed0bf88f320,1,1,0.158438,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,0,2895.8
extracted/D21_iPhone_X/IMG_2440.jpg,a482ccbee6459998b322019f8d27c28e4cc63c6de8c4d58d2ce96edfb3f6372d,1,1,0.14003,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,0,2896.1
extracted/D21_iPhone_X/IMG_2451.jpg,a7c59cc33511045fc93fa1db28994d0a4f41fce197eacde811e310bf1fa43468,1,1,0.132587,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,2,2783.1
extracted/D21_iPhone_X/IMG_2452.jpg,1fb73c46f6e98a1d505cae20341c11940105a7d7e8638acda90bd6a9a15a44f8,1,1,0.130313,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,2,2909.8
extracted/D21_iPhone_X/IMG_2453.jpg,09e614c127af063d9d7041428cd3b0299b0edda2189476b574283ff654398851,1,1,0.135132,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,2,2734.9
extracted/D21_iPhone_X/IMG_2454.jpg,8ba3a265bb09dd6d125fb9b8ad14629b84bd373a6d6bf02ab3370da57e05a593,1,1,0.138557,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,2,2709.6
extracted/D21_iPhone_X/IMG_2455.jpg,a07df474bf9ea5e23a86c83d0dce0db8461d83ca36ef74b9b1f5dd50f45e8b3a,1,1,0.128889,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,2,2901.0
extracted/D21_iPhone_X/IMG_2456.jpg,1b6acf40d88eb3ce8bad27881582abda501d6ec998780506dc5585d4d720fd53,1,1,0.162387,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,2,2647.0
extracted/D21_iPhone_X/IMG_2458.jpg,aab891407e94daf409dca354c71bef2fbca0a5df4cebc5dbc341c5484622c070,1,1,0.117877,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,2,2713.1
extracted/D21_iPhone_X/IMG_2459.jpg,e91fe8d51a42c9ba623db38afd48ff33d1e58a785f878e90ad95649775c2c640,1,1,0.133065,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,2,2848.7
extracted/D21_iPhone_X/IMG_2460.jpg,ea87cabab2ac4b7c9a7a5353c48339643d2bc517de1ffabb113ccbbc76e65b28,1,1,0.144715,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,2,2939.7
extracted/D21_iPhone_X/IMG_2461.jpg,599893b43a03388ecfb48c829b2abbcc1c8700481daff78f516f86e37f2a01a7,1,1,0.137093,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,2,2730.6
extracted/D21_iPhone_X/IMG_2463.jpg,57e2668d376953b04a3664ab261929dfb52ee9180786c85bd7fe1b6df82db166,1,1,0.144461,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,2,3035.7
extracted/D21_iPhone_X/IMG_2464.jpg,9e59145bbe652cafc567a44bc7e71a522a631cc541c537b48c88d1895d55f91d,1,1,0.145275,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,2,2679.5
extracted/D21_iPhone_X/IMG_2465.jpg,c885c59ac0d124ffa675c6ea017c73e136b8f1e8f064f9dfee1ee303b3cc4a52,1,1,0.143226,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,2,2853.7
extracted/D34_iPhone_11/IMG_4614.HEIC,01935a02d3962a19b554e3730a158714440e34fea6afa18ca33f44f33b702a43,1,1,0.02243,0.0072,gauss1,BP05_12MP_SLM_HEIC.mat,0,3248.9
extracted/D34_iPhone_11/IMG_4615.HEIC,6d6b7662d5191baf84b3e1f880a48d24b984a019b3b27b60ccfe1d622e2d654f,1,1,0.023414,0.0072,gauss1,BP05_12MP_SLM_HEIC.mat,0,2883.6
extracted/D34_iPhone_11/IMG_4616.HEIC,8457f4af0a8e8d941dcd2fb2fcbe54e52278ce055d7f52f63da32fee4c52e6c2,1,1,0.024161,0.0072,gauss1,BP05_12MP_SLM_HEIC.mat,0,3111.6
extracted/D34_iPhone_11/IMG_4617.HEIC,e9df6df060518c2047ec5c43a0a3d6a8d622c93e2e1d8e017f691e3a749c638d,1,1,0.024721,0.0072,gauss1,BP05_12MP_SLM_HEIC.mat,0,5384.8
extracted/D34_iPhone_11/IMG_4618.HEIC,da8cbb7ecad3e91db5d1d126ae5a54addf9fa3f661f1f3338bccf7460d3c014b,1,1,0.023996,0.0072,gauss1,BP05_12MP_SLM_HEIC.mat,0,3219.6
extracted/D34_iPhone_11/IMG_4619.HEIC,e88a513c0afb62959da41bba6c5081244aa3c7c9f9ed3e7919649e19c77ba31d,1,1,0.026579,0.0072,gauss1,BP05_12MP_SLM_HEIC.mat,0,2889.4
extracted/D34_iPhone_11/IMG_4620.HEIC,1507d69bdf56affb53e07aa705b2e969a1dfaf4c64a85c544fb5af3c3cebc16f,1,1,0.021613,0.0072,gauss1,BP05_12MP_SLM_HEIC.mat,0,2977.7
extracted/D34_iPhone_11/IMG_4621.HEIC,633756b55ccebd02ee1869c8cf5c05e29a1284242c85d31c8b94b7d573289c11,1,1,0.025177,0.0072,gauss1,BP05_12MP_SLM_HEIC.mat,0,2995.5
extracted/D34_iPhone_11/IMG_4622.HEIC,fc20fb11a7d19617c9c8a1d211cef7c3626cdae0d36aa1ea0d4c955207c83012,1,1,0.026409,0.0072,gauss1,BP05_12MP_SLM_HEIC.mat,0,2932.4
extracted/D34_iPhone_11/IMG_4623.HEIC,47810a4b1b7f7458af38944882fc283c6d6afce21a9ec7dc549429ffa88e7827,1,1,0.027065,0.0072,gauss1,BP05_12MP_SLM_HEIC.mat,0,2960.8
extracted/D34_iPhone_11/IMG_4624.HEIC,c8e8064bd6596a6488e40dacea373f17807c612b8ebf64f5f1dfc2016c01fa95,1,1,0.032015,0.0072,gauss1,BP05_12MP_SLM_HEIC.mat,2,2857.8
extracted/D34_iPhone_11/IMG_4625.HEIC,4a1794e396224ce612fc9c25081f16b4f7835bf4ef2d1cfc5bd482fbfa2f0095,1,1,0.039489,0.0072,gauss1,BP05_12MP_SLM_HEIC.mat,2,3008.0
extracted/D34_iPhone_11/IMG_4626.HEIC,323c2e082064c77eaca1cb2f5cffa60c0c7334a6d23ad7f68b3f4a4509e7948d,1,1,0.039011,0.0072,gauss1,BP05_12MP_SLM_HEIC.mat,2,4874.2
