filename,image_size,sha256,label,pred_label,rho,beta,filter_type,bp_ref,rotation_k,latency_ms
D02_iPhone_7_Plus_26007302297.jpg,1008x756,09d05b5a80af457073d8038137403ecadf9c091c250858a0f15966c7d8276014,1,,0.060698,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,0,974.6
D02_iPhone_7_Plus_26014838817.jpg,756x1008,865987a583ce0d206c24f74e1b7ad7df29907cb42298665a49755e78fe06575d,1,,0.064768,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,1,947.3
D02_iPhone_7_Plus_26014961487.jpg,756x1008,d6556ee83d07bf84676581f656ccb7ad7aa8b1f9bb845578163aa6fb26f655ce,1,,0.03278,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,1,997.6
D02_iPhone_7_Plus_26014961687.jpg,756x1008,e21b1db78ae90d2701c3e3c609fd1ddcf1f44ec409a0f35eb20840fab2f1d090,1,,0.059797,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,1,1020.0
D02_iPhone_7_Plus_26014961847.jpg,756x1008,8ad57f038e398932b5c033b381419ee09c3c03269208f50137ea47b8c57a85af,1,,0.064893,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,1,1037.6
D02_iPhone_7_Plus_26435888907.jpg,1008x756,3c849449ec729fddce851173fe5f12fc917b59ee450477b45bcd9af17e01bd25,1,,0.054821,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,0,1018.3
D02_iPhone_7_Plus_26435939707.jpg,1008x756,d81e80b6f3b91aa07bd761f433994de59b7d5ae7c2643d818fe9d2b9c0dcec5a,1,,0.067052,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,0,963.8
D02_iPhone_7_Plus_26435985387.jpg,1008x756,3f4f7720c7b765179a5ed8dc9b7f6a99f15822c9bc1204de21a4fdcbf3aad6c1,1,,0.044127,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,0,1018.6
D02_iPhone_7_Plus_27009346648.jpg,1008x756,87da8eb08714bc03ca31c420e310c29427b41bd9cd78c6fdb39766d5dd2085db,1,,0.052288,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,0,1141.9
D02_iPhone_7_Plus_27016689238.jpg,756x1008,6d59d334533fab28f562b1bd610dd2cd20a10938e9d6ee735ce3255449411739,1,,0.059868,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,1,1029.6
D02_iPhone_7_Plus_27016689668.jpg,756x1008,e75e97ea14860031e7f2b96af12c4b1027ada34fe3d8089d7d23415ca1edc4b4,1,,0.05831,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,1,1371.6
D02_iPhone_7_Plus_27016690078.jpg,756x1008,cc91b5692c2d53b943ea08df9819ee93112254c1b52f06e6a20bf235b8a25f86,1,,0.061305,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,1,1267.0
D02_iPhone_7_Plus_27016864138.jpg,756x1008,b3e546b048edf738b373286c4e1de6497b9b0b16b6dd475fe570a96f0b75776d,1,,0.050247,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,1,1078.8
D02_iPhone_7_Plus_27016864368.jpg,756x1008,e08c12b0191de74598325490cf772344c8359fbd6960d9ec49f78cfacf100bff,1,,0.04835,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,1,974.1
D02_iPhone_7_Plus_27016866638.jpg,756x1008,8a1d51f0d3d48861f1d5cffcadf0bf25ecd1781235228ebf98bf089caff709db,1,,0.07718,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,1,1121.5
D02_iPhone_7_Plus_27016897458.jpg,756x1008,64bd0176081a55a08511b1d1f1323a97501e6b90f1dbd4b59dbe13116435b5a5,1,,0.050175,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,1,979.6
D02_iPhone_7_Plus_27016899098.jpg,756x1008,de86f492bbfeae97a70514cfb88a520108681863201b17ef9f502c3524d2e014,1,,0.062092,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,1,1128.8
D02_iPhone_7_Plus_27016899278.jpg,756x1008,1da70ea0ec92b06d96b1f6f95a2195ab7072621a622a539a9d3a3cf13f28d4d6,1,,0.048744,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,1,933.7
D02_iPhone_7_Plus_27016900418.jpg,756x1008,d38ac957cc2eea0456c77983958abddd8d1f935a5d4c50471385988fa9d954dc,1,,0.090957,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,1,1027.6
D02_iPhone_7_Plus_27017000558.jpg,756x1008,6feb2941efec88561bd4f64123e64dfde6d22f5e7da0df650130e79699fcae92,1,,0.048007,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,1,1041.0
D02_iPhone_7_Plus_27017001368.jpg,756x1008,a4067a7ab3e5ab6cf18f6b50495c8c72c84771594e96d3b03bb98e17ea7e4e0e,1,,0.058567,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,1,1068.7
D02_iPhone_7_Plus_27017002208.jpg,756x1008,95d57bc1c27e97b6f8716c1a1c6720628d2ca06ffbfe4e22abb0b4f93fec10df,1,,0.058517,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,1,960.0
D02_iPhone_7_Plus_27017046098.jpg,756x1008,4417da5d1e01bf9fb7331a40341938ac35bd00d685e13bf01c26b88bc7ba6885,1,,0.047685,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,1,1134.3
D02_iPhone_7_Plus_27017047378.jpg,756x1008,ed66916e65c4f5cffd59bca7d43778c081e90c7973d2846fb7ae7b9053130837,1,,0.049571,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,1,1513.7
D02_iPhone_7_Plus_27017048598.jpg,756x1008,99efe94f6e09035aefd20a06190bbcd2e8989178fc750144832a8901a4efa0b6,1,,0.057257,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,1,1212.8
D02_iPhone_7_Plus_27017048618.jpg,756x1008,5d6a3bd43b557b4579d2f85d0dfc052103f8f1dc723f5cb4c720c7dbd853c66c,1,,0.070301,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,1,1121.4
D02_iPhone_7_Plus_27017104048.jpg,1008x756,8edc76fa0f075ec15fa14478364d2cc8e51ebb00cc0fe55feb92c5800735d006,1,,0.064888,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,0,965.5
D02_iPhone_7_Plus_27435596638.jpg,1008x756,3b4e3e2527b728d0d02089dc4e87e89d712b6e79f868a95642b505e5f5299d2d,1,,0.049253,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,0,1116.9
D02_iPhone_7_Plus_27435597078.jpg,1008x756,4a7bb087bfd7ea90a05429fef3290fb58e85e8221ff7ddf854720727d439bd75,1,,0.056954,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,0,965.0
D02_iPhone_7_Plus_27435597088.jpg,1008x756,2c3b11d19d4a2c22ce3220ac9fef0a4bd002fb00d98d97644a129751f53a4128,1,,0.056491,0.0072,gauss2,BP02_12MP_NL_JPEG.mat,0,1284.3
D02_iPhone_7_Plus_33080745734.jpg,756x1008,16c40b17bd785da901714183b21bbd426dbebaac208e9673ffe72268ededb8c8,1,,0.03138,0.0072,gauss2,BP01_12MP_NL_JPEG.mat,3,962.4
D02_iPhone_7_Plus_33096526094.jpg,756x1008,e818c7b5f1015308ba3cc66bd3d01fb6247529f4c9a8f76a0d9542d34885d209,1,,0.01617,0.0072,gauss2,BP01_12MP_NL_JPEG.mat,3,1265.7
D02_iPhone_7_Plus_33096539084.jpg,1008x756,bbacc5101379037bddfe1bd315964f19797dc79d58a45afe77cc9bbf14d881be,1,,0.100683,0.0072,gauss2,BP01_12MP_NL_JPEG.mat,2,954.2
D02_iPhone_7_Plus_33096966234.jpg,1008x756,af2296e0bfa94f518eb3115da7516f6f938fd85a40dc50c8cf710ee8f23ee8e5,1,,0.012668,0.0072,gauss2,BP01_12MP_NL_JPEG.mat,2,1342.6
D02_iPhone_7_Plus_33097972904.jpg,1008x756,baefb92c7c7313d99ad55f8ed72fb84a6ff54f6ce05fc09f297fb3b1227b433b,1,,0.021582,0.0072,gauss2,BP01_12MP_NL_JPEG.mat,2,1239.1
D02_iPhone_7_Plus_33098060534.jpg,1008x756,1b629facc4f330be309e525be0b6da4b34773be2e3ca3c970252cdef9f38f7e1,1,,0.00653,0.0072,gauss2,BP01_12MP_NL_JPEG.mat,2,1008.3
D02_iPhone_7_Plus_33100993144.jpg,756x1008,c826a1d8dc1d15c78e3c14d4fabe6b6785df66b9ef020442e3943bc9289e7e42,1,,0.083404,0.0072,gauss2,BP01_12MP_NL_JPEG.mat,3,1263.0
D02_iPhone_7_Plus_33111501063.jpg,756x1008,8327ae20e36d7fd25250bd50c835b0cdf63e848a08f922208037783bab2f3983,1,,0.071972,0.0072,gauss2,BP01_12MP_NL_JPEG.mat,3,980.4
D02_iPhone_7_Plus_33111503513.jpg,756x1008,ef9ba669e0d899ab16e6f9eb91ec9ed1a12535b9e977e36c8ff0968cd5989d6d,1,,0.083555,0.0072,gauss2,BP01_12MP_NL_JPEG.mat,3,1199.5
D02_iPhone_7_Plus_33111507843.jpg,756x1008,f0ea3c6098b6a92358e6cede68795862cb5c9b81454c401c529018177ba6f015,1,,0.006138,0.0072,gauss2,BP01_12MP_NL_JPEG.mat,3,1041.2
D02_iPhone_7_Plus_33111515463.jpg,756x1008,c774fb9f1fd189664f209072f768b1175cba9afa39037c3e4e60b0788e1ddb43,1,,0.02946,0.0072,gauss2,BP01_12MP_NL_JPEG.mat,3,1114.2
D02_iPhone_7_Plus_33111518303.jpg,756x1008,6dd36214a17e728c09a80ab01f29ad0071a83fbd907ddd696c8e8af8f0b88fe6,1,,0.007951,0.0072,gauss2,BP01_12MP_NL_JPEG.mat,3,1054.9
D02_iPhone_7_Plus_33111528503.jpg,756x1008,bae83da53621cf482aff7a72c5531ae8acfeca56f2979dbfe7aa357c7ead3d7b,1,,0.018991,0.0072,gauss2,BP01_12MP_NL_JPEG.mat,3,1087.9
D02_iPhone_7_Plus_33111530793.jpg,756x1008,f6ef2467cd2c37c418ddbcedca90b4bf0eec7b82937eafe631c5e95d86ba47ff,1,,0.018669,0.0072,gauss2,BP01_12MP_NL_JPEG.mat,3,1013.6
D02_iPhone_7_Plus_33122781944.jpg,756x1008,bca00558901fbfe6fa0299e4beb902af0a4b2f097d41d4d683d45f7f665f5bac,1,,0.015478,0.0072,gauss2,BP01_12MP_NL_JPEG.mat,3,1102.4
D02_iPhone_7_Plus_33126870063.jpg,1008x756,acdd5e92e7f8bfe5d9d84b497dc35e11a8632d4659d744bdce5f90b29a577331,1,,0.089154,0.0072,gauss2,BP01_12MP_NL_JPEG.mat,2,973.7
D02_iPhone_7_Plus_33126881123.jpg,1008x756,535ae919381be3fc25643018eebc95987ea4b392320588dfb326f487dcbde604,1,,0.092426,0.0072,gauss2,BP01_12MP_NL_JPEG.mat,2,1053.2
D02_iPhone_7_Plus_33127192133.jpg,756x1008,c07236bfc0efd33b927d84064edfd24c65a565e95a80d7dfb063787fd14a84f5,1,,0.02743,0.0072,gauss2,BP01_12MP_NL_JPEG.mat,3,967.4
D02_iPhone_7_Plus_33128519203.jpg,1008x756,eb9be2ce786b2d10f9aba32784a991843e3d0a5615b46f8e46713fdc110fc22a,1,,0.008777,0.0072,gauss2,BP01_12MP_NL_JPEG.mat,2,1142.4
D02_iPhone_7_Plus_33128522103.jpg,1008x756,f311dd2c7144eda3e4d056e228e84161766a75df05feeb32ab8d47efeb93824a,1,,0.00582,0.0072,gauss2,BP01_12MP_NL_JPEG.mat,2,1111.9
D02_iPhone_7_Plus_33128522653.jpg,1008x756,32e20dc8b1371134e697df793c418d11139b65577dbde930887988f357bcb7f2,1,,0.017677,0.0072,gauss2,BP01_12MP_NL_JPEG.mat,2,1285.0
D02_iPhone_7_Plus_33128522663.jpg,1008x756,bc7130d2b5b7e09aaefe6c0339865c581daf63704cc2ba33e9c31b500dadd976,1,,0.01804,0.0072,gauss2,BP01_12MP_NL_JPEG.mat,2,1030.8
